"id","text","type"
,"A ne, cela afrika bi si lahk celo leto brisala rit s tem wc paperju, k itak grejo sam 3x na leto srat.",-1
,"kamper bom reku",1
,"HHAHAHHA lj ti tega pajaca hahha (to je na tem hearingu) www.youtube.com/watch?v=v8Cds7bGZc0&feature=youtu.be",1
,"zakaj ni česa takega okol mene, da bi pomagal pobirat :P",1
,"A se samni zdi, ali je to najbolj idiotska objava leta? Gre se za to, da bo kaki idiot, ki tule doseže dober rezultat šel pol še med vožnjo pisat, ker si bo rekel, no če sem tukaj zmoral, pol bom tud med vožnjo znal.. če kdo reče, da kdo je tako neumen, rečem jaz: Človeška neumnost je neskončna",1
,"nice",1
,"Živjo,Iščem pomoč oz. imam vprašanje, ali je še kdo tuki tak, da ko gre v morje (toplo,mrzlo - ni važno), se mu tič skrči na 28 cm? HvalaLp,Zmago Batina",1
,"boljše je manjši in ne boleč mislim edino če je ženska mazohist pa ja potem verjetno mora biti večji",1
,"Tetovaža še ni problem. Večji je če pogledaš te kuharje ko so vsi zaraščeni pa z neko čupo brezvezno, da je sama dlaka pa las v krožniku.",1
,"Budale",1
,"someone dobra šala ja ne mislim risnke drugače zanimajo me ne",1
,"bedarija. če bi dejansko redno trenirale že dl časa, nebi ble debele. mogoče kkšna izjema kje, ampak večina žensk k se redno premika je kvečemu povprečnih, nobene nism vidu k bi ji visel kej.",1
,"če bi pa še vohu lahko čez comp, bi blo pa sploh popolno ...",1
,"Tu je boljši posnetek youtu.be/vNR5NXOriSA",1
,"To je skoro tak cool, ko oni posnetek, ko folk pleše pa jih pol na semaforju kaže",1
,"Booojnnngg",1
,"Watafak",1
,"We will make our Presence known with Guy Fawkes on a Megaphone - SQL inject Intravenously like its Prednisone",1
,"lahko je telo srečna ker bi jo taka velik žival ubila če bi malo močneje dobila po buči",1
,"Levinja je postala lačna v avti pa tolko mesa    Kak so se posrale babe.",1
,"In kaj zdaj misli, da je s tem postal frajer, ker ga je nabutal?",1
,"Ziher je feminist, da se je šel duvat mma fighterju... Potem jih je pa fasal pa v jok pa na drevo....",1
,"tale na tleh je sigurn @DrLink  al pa @DEYAX  k sta zarad ""veteranskih komentarjev"" dobila po p***",1
,"igabibaaaaaaaaaa je ziher glavni pri špikanu s proteini.. se vidi da ima zaradi proteinov trde prste in se mu je med registracijo zaskočil prst na črki A..",1
,"Proteinski našpikanec..proteinih ki jih žerejo vsak dan...pićka ti balava obstajamo ljudje, ki se nikoli v življenju nismo špiknili, pa na call of duty puške ne znamo držat, in ne, tud debeli nismo, l:p",1
,"A to še obstaja sploh ..",1
,"Kuj neke pizdo materno. Niti smešno ni blo",1
,"Slikopleskarstvo Dragan Smolič",1
,"Izgleda kot ena pošast.",1
,"Kategorija SMETI.",1
,"ker fail...pluton sploh ni platen!",1
,"Dobra sta, predvsem on in kuža!",1
,"Keri balon pizdo materno",1
,"v resnici se pranki izvajajo nad gledalci, ki mislijo da so takšni posnetki pristni, l:p",1
,"hm tole je pa res hitro, mam enega ki pa rabi delat še supporte in pol dejansk nanese ene 2 urce",1
,"plastika je eno kovine pa drugo.",1
,"[udarec po mizi]  NEBOŠ! (c)Gapiii",1
,"Odlična degradacija okolja. Zakaj še tega ne naredimo kar pri nas, na Soči? Res kul gledat zdaj še Novozelandce kako si uničujejo biotope. Ne poznam celotne situacije v ozadju, sem pa prepričan da narava takšna kot je tam, ni nastala / se ohranila do tega trenutka po zaslugi njih, in če se bodo takšne neumnosti nadaljevale / ponavljale, se tudi ne bo.",1
,"Iz kerga avijona so pa vzel motor, airbusa al miga al Spaceshuttla?",1
,"Poceni kitajske se da dobit povsod. Za kvalitetne pa boš precej plačal.",1
,"live fast    die fun",1
,"www.youtube.com/watch?v=DOTDJGxQ-_k",1
,"Nevem no... Mogoče jih je več pa bolj so vidni na igrišču ker so črni, ampak že samo vlade divac je slehernega obrnil za šalo malo. kaj šele kdo drug...si gledu ti zadnjih par svetovnih prvenstev v košarki?",1
,"Seriously Krieger, you are my Oprah.",1
,"krneki bi jaz ja boljše skočil",1
,"to je neumno, zakaj saj že vidim kako bi zgledalo on ko igra",1
,"Čuj, šogo.",1
,"šogo",1
,"fak zmer ko gledam ta video se od nikjer pojavi roj muh :S.. ziher sem zaklet..",1
,"Padec najdete na youtube pod Fails Compilation - March 2015",1
,"Včasih so te takoj zaprl, danes ... Ni čudn kam gre ta svet. Samo ta video, če pogledate vam bo takoj jasno youtu.be/vNR5NXOriSA",1
,"Top igra na iOS/Android.",1
,"Mah ta Dubaj je itak vse neki umetno narejeno. Leta 1997 je tam komaj 100.000 folka živelo zdej pa je glavna prestolnica na bližnjem vzhodu. Ja kaj denar vse naredi.",1
,"To je pa skoraj tako živahno kot na letališču J.Pučnik",1
,"Ta MacBook je čista brca v temo. Popolnoma nefunkcionalna zadeva za prah nabirat. Tu so si pa res pamet kupli.",1
,"To ti je ameriška pamet, ni za zamert.",1
,"brain-wash",1
,"Proteinski naspikanec",1
,"Dobra !",1
,"mal manjkal pa bi čez vrgu ...",1
,"Skoraj...",1
,"African children could eat that paper",1
,"Ta se preserava tu s toaletni papirjem, ubogi otroci v Afriki pa si nimajo s čim riti brisat",1
,"Mislm, kva je s to Malezijo in letali???",1
,"tine greua u grapa",1
,"tazadn je faca =)",1
,"če bi kdaj znanstveniki videli kobilino vagino, bi ugotovili da je to največja luknja na svetu..",1
,"Čakija Noris",1
,"Karma je prasica. o ja.",-1
,"hahahah lulka    polepšov dan",1
,"sam na izklopu ste pa res totalno neizobraženi! to je indukcijsko segrevanje. ponavadi se uporablja za povšinsko kaljenje. glede na frekvenco električne napetosti, lahko zagotavljaš kako globoko bi rad segrel material. npr. zobnike segreješ zamo zobe, jedro ostane hladno. ko daš tak predmet v olje se zakali samo tam, kjer je tepmeratura nad 920°C (za jeklo)",1
,"@vateljna uro ziher 140",1
,"To je to. Zakon",1
,"hehe kok z plavutko touče",1
,"ma sve bi dao da vidim afrik",1
,"Oni ubistvu spodbujajo pošiljanje sporočil med vožnjo. What the [censored]",1
,"Ta je boljši \n                  https://youtu.be/6Mfu_UTI4WA",1
,"Mi2 se ne obrrmenjujeva s številkami, jaz sem 10cm on pa 22cm",1
,"Ne potrebujem raziskav znanstvenikov, ker vem, da sem podpovprečjem.",1
,"in, kako ste razsodili?",1
,"ma ti si moten majkemi ... kaj te brigajo tetovaže, nimaš 5 pik v glavi če sodiš človeka z tetovažo ... mogoče te bodo kdaj tetovirane roke oživljale, me zanima kaj si boš potem mislil ...IQ maš na stopnji kreetena majkemi ..",-1
,"Proklete feministke. A suha, postavna dekleta pa niso resnična? Fakof s tem propagiranjem debelosti, prasice, shujšite, ne se pa na to obračat pa druge vzpodbujat k debelosti, kao da je to boljh naravno. Odfukite te buče komu drugmu prodajat, moški bomo mel še zmeri raje suhe ženske, kot svinje. Torej Danica, raje dvigni svojo veliko rito iz pred računalnika in naredi kaj zase, mogoče te bodo imeli potem ljudje bolj radi. Znebi se feminizma, to te poneumlja.",-1
,"A tisto pa niso resnična dekleta? Jebo vas mater neizučeno",-1
,"ta s pirsingi, ko se na koncu na kač fukne je kar fletna dečva",-1
,"isto ko cuker..ko dojenček prvič probi sladkor nebo več pil nesladkanega čaja",1
,"Kreten je ziher kanadčan.",-1
,"napozabne ajga",1
,"Eni oz lajk vsi, so pa orng skurjeni... jao...",1
,"šajbo razbit pa je",1
,"sarabwt: Špikanje s proteini ni OK! Če pa misliš da so proteini in ostale mamile kul, potem obdrži to zase!",1
,"Janša je spal z vsemi zaporniki na svojem oddelku.... Njegov anus je uničen do neprepoznavnosti...",1
,"A res je pustu sam, da ga vklenjo...",1
,"accord37 Tvoj lulek bi ostal tak kot je, edin če imaš v njem kšne železne uhane.",1
,"Sam da ni tok pameten pa da potem razbeljeno v vodo pomoč. Pa gre majzl v kur-ac.",-1
,"VSE!",1
,"Bravo!",1
,"Nevem koliko ljudi se lahko pohvali s tem da jih je kit izšamaril",-1
,"Truth seeker, fighting for the truth and the freedom!",1
,"resno žrebelj in pogi špikanje z proteini hahaha sej to niso steroidi da bi se pikal z njimi proteini so sestavine katere VSI in resno čisto vsi jejo kateri hočejo kaj pridobit na mišicah kr če nena pol pa pač mišic ni ;) PA NE BIT PAMETNI DEČKI :)",1
,"sarabwt, to govoriš le zato, ker se špikaš s proteini.",1
,"Tole je potencialna možganska kap. Ne bi bil presenečen če je mali sedaj na aparatih do konca življenja",1
,"še boljši video bi bil da bi temule ufc pretepaču la karkoli je že trop čapcev najedal",1
,"to je adrenalina ko gledaš s take višine",1
,"a to je dejanski štrom pol",1
,"ŠUS U GLAVO MONA",-1
,"Experiment gescheitert, l:p",1
,"Pa kaj so dosadni s to lavo. Lava je interesantna samo zaradi svojega nastanka (erupcija). Vse ostalo je prenapihnjeno in temperatura lave je veliko nižja kot je temperatura plamena na običajnem vžigalninu. Oziroma še marsikateri likalnik ima na plošči višjo temperaturo od lave.Ko smo pri likalniku... Nekoč sem razdrl likalnik in grelno ploščo mimo varoval priklopil na 220V in meril temperaturo ter čakal kaj bo. Pri cca. 580°C se je pričela kovina taliti. Po izgledu povsem enako lavi. Polzeča, goreča in v stiku s podlago (kamen) prasketajoča snov. Čas ohlajevanja je bil 3 ure in pol.",1
,"Zaigrana bedarija. Ker nekaj....",1
,"Neumni, naivni Američani... kristjani pač... Naivne ovce, ki verjamejo vsemu...",1
,"I see your pretty face, smashed against the bathroom floor!",1
,"Ta video samo dokazuje kako zabiti so v resnici Američani. Upam da v Sloveniji še nismo prišli na tako raven mentalitete",1
,"okej slabo odigrano",1
,"A je ni škoda kar tako uničit ? Koliko ljudi bi še lahko ustrelila ....",1
,"zanimivo",1
,"priporočam Big Bang Theory vsem ki še ne veste da obstaja",1
,"Raketni pogon 420 konju ...končna 80kmh",1
,"Torej da objasnemo par stvari, ta ki je napisal tale naslov nima pojma o čem govori: ta čoln uporablja jet pogon seprav pogon z impelerjam poenostavljeno kot propeler v cevi, nato se ta cev lahko obrača za 360 stopinj. 420KM pa sploh ni veliko za tak čoln dolžine 14metrov.",1
,"Kdor pravi multirotorjem droni, mu priporočam naj si ga ne nabavi, ker nima pojma o ničemer",1
,"you just hate us cus you ain't us",1
,"Pofukan City magazin da vam jebem",-1
,"si gledu ti zadnjih par svetovnih prvenstev v košarki?Sem jih gledal, pa a sva mogoče videla tam najboljše igralce  -- ala udrih, vujačič, etc... da tujih ne naštevam... Ko mi boš pa vujačiča očital, naj te pa spomnim da je bil prva menjava bryantu pri LA Lakers... Tko da... Nevem kdo je tu zaj boljši...",1
,"V filmčku so dobre informacije zgolj glede ''behind the cameras'' in pa delež oseb v hollywoodski akademiji.A  največji WTF dobi, da ima 10 najbogatejših igralk samo 226 milijonov dolarjev. jebeš takšen feminizem.",1
,"Pač so na tej sceni najbolši belci - moški... Itak da hollywood dela take filme da bo meu največ profita in nič druzga.. in to je več kot logično.. a ni?Kaj pa k so pri košarki večinoma črnci.. se kdo pritožuje? Ne.. zto ker smo tok pameti da razumemo da majo pač črnci bolšo genetsko zasnovo kar se tiče tega.. In čist na enak način se da razložit tud za ženske.. sam mal je treba pomislt..sej je tud čist možno da je še kkšna druga stvar za tem.. ampak men se ne zdi to nič šokantnega..",1
,"hudo",1
,"brcno šogo, aaa zdaj pa bo enajstmetrovka",1
,"lahko bit frajer ko tvoja ekipa že itak vodi 2:0 v 87. minuti",1
,"Smoke that green shit! ;)",-1
,"se bo ja ubil",1
,"HAHA",1
,"Vi bogataši... Sanjarim o Symbian ...",1
,"Noro",1
,"Lepo",1
,"Ja z veliko kapaciteto USB ključkov in ostalih spominskih medijev so vbistvu postali CD ter DVD diski nepotrebni vsaj za poprečnega uporabnika. Tako več v nove prenostnike ne vgrajujejo DVD optičnih enot ker samo zasedajo prostor. Kr mal se vprašajte kdaj ste nazadnje brali z DVD-ja kaj šele zapisovali. Itak pa ne morejo vse naprave brati USB ključke tako da bodo v avtih še kar poslušali CD-ji in na starih konzolah špilali DVD-ji itd. Jst jih še kar uporabljam za svojo PS2 ker je še veliko dobrih iger ki jih nisem odšpilal tako da bom še nekaj časa to zadevo uporabljov",1
,"...to ni ameriška pamet to je parodija!",1
,"there is nothing in this world  than can do anything worst to u then kill u......seprav roflmao kr tuko",1
,"Bedarija od produkta, dejansko ne ponuja ničesar več kar ne ponujajo že ostale pametne ure, design za moj okus ni nič posebnega (moto360 je daleč boljši), battery life je dosti slabši, jo 2x preplačaš... Ampak ne, ovčke sedaj poveličujejo to uro v višave uuu uu apple to apple uno..",1
,"Kaj ga delajo te proteini",1
,"A litel bit premalo",1
,"mal je zmankal",1
,"Sam sebi sem čestital, da ne poznam to ''zvezdo''en.wikipedia.org/wiki/Howie_Mandel",1
,"d0n_d3vil e za lastni narod v Detroitu jim je vse eno, kaj da bi se šele sekirali za one v afriki......gamad razvajena",-1
,"Kaj je kdo predčasno zapustil osnovno šolo? Tudi moderatorji...če že nekaj spreminjate opise, naslove, pa tudi povezave, se vsaj slovensko naučite ali pa ne spreminjajte.",1
,"Metal ~ its more than just music...its an identity ! \\m/",1
,"Ta policist hotu frajer izpadt mislu dobu bo češpljo",1
,"sej baba vanga sil....no bi tud mogl mal z štromam",1
,"Zenske tudi niso ble kle glih nedolzne ! Praviloma bi mogu fant pustit da ga feministicna cipa mlati pol naj bi jo pa prijavil da ga je napadla ali kaj ?? Saj bi se mu vsi smejal . Se cudno da policaj ni koga ustrelil ali pa vsaj enkrat okoli kepe kolikor je v ZDA nenapisano pravilo . Zakaj se niso se zacel streljat saj ima v ZDA skoraj vsak pistolo ?",1
,"https://www.youtube.com/watch?v=uPF0DSS05EM   nekaj takega si vsi mislite...",1
,"isti ste vsi, ki na podlagi fizičnih/bioloških lastnostih vrednotite človeka ali človekova dejanja. V istem, smradskem košu.Da se naj ''baba pusti pretepsti'', da bo videla enakopravnost. Resno? Tega ne počne ker je ženska, temveč ker je je kot oseba/posameznik butasta. Pred tedni je bil posnetek belega moškega, ki se je, varen za steklom, pačil enemu od igralcev na hokejski tekmi. Čez nekaj trenutkov je dobil pak v nos in tulil kot otrok. Moški? Ne, budalo.",-1
,"če bi bil črnc bi rekli opica kaj pa zdaj ko je bel?",-1
,"http://kracalnik.blog.siol.net",1
,"brzina ni kej",1
,"Kolko kaj štroma to pokuri",1
,"Zelo zelo pohvalno",1
,"kapo do, da se lahko en dan gluh pogovarja v svojem jeziku z vsemi.čez nekaj let bomo vsi znali znakovni jezik in bo svet lepši",1
,"Po piz.di.",-1
,"Prav od srca bi jim prvoščil da jih bi lev napadel in hudo poškodoval ali ubil. Ker če me pa kaj moti me pa to ko je par zavaljenih bab v avtu in debel šofer, ki niso vredni da bi sploh gledal te lepe živali. Lenuhi znajo samo od kavča do hladilnika (verjetno bo ta stavek znan večino izklopovcem ker po večini ste vsi debeli benoti...). In potem panika ko jih odpre a nato pa tist babji neumn smeh . Joj  sam greenpisovce poklicat pa zvlečt debele gnoje iz avta pa jih dat za hrano za leve. Pfuj res odojki ničvredni in potem se bo ona smejala z tako privoščljivim smehom jebem ti mater da bi jo vidu, kurbo debelo sam na pomoč poklicat greenpisovce pa zvlečt kita k levom al pa v morje ....",-1
,"fake",1
,"Kot strokovni komentator bi rad dodal, da je boj bil enkraten, tudi po pravilih naj bi bilo vse ok, pravi UEFA. Dodal bi pa se samo to, da se na tem posnetku vidi kaj pomeni bitimocan brez proteinov. Ce bi kateri izmed teh dveh bil na proteinih, bi se slabo koncal tole. Pa da nebi keri rekel, da pa je kreatin zamenjava za proteine. Se hujse!",1
,"Goran in Deychi Professional Commentating Team  (c) all rights reserved",1
,"primitivno, IQ na stopnji spermija ima ta boksač",-1
,"@BkPauletou a še en pametnajkovič k bi radi batine?   Svaka čast do smrti bi ga moral pretepst.",-1
,"[censored] fegetska je pado ko deska",-1
,"Če bi pa moškemu dajal takšne bombe v glavo, ko bi bil drugi na tleh bi pa rekli kaj? Feministek?2. Seveda je močnejši ''bolj'' odgovoren. Namesto ženske vzemimo primer npr 12 letnega otroka proti odraslemu ali pa navadnega čapca proti MMA borcu. Tisti, ki ima moč jo mora koristiti odgovorno. Kakšen pravnik lahko še bolje pojasni.",1
,"tukaj bi morali kar vse po vrsti pražit, kasira pa seveda samo ded...",1
,"Če se folk ne bi ukvarju s takimi bedarijami bi svet tudi bil lepši.",1
,"Opice bi se lahko reklo",1
,"BkPauletoudanes se samo še bosančki tepejo.. posledica nizkega iq-jaTočno, samo z eno izjemo...da gre njih 10 na 1 + njihov nivo diskriminacije je 3x večji od povprečnega človeka.Če se že tepeš naj bo 1 na 1 pa brez zahrbtnih for",1
,"Zenske tudi niso ble kle glih nedolzne ! Praviloma bi mogu fant pustit da ga feministicna cipa mlati pol naj bi jo pa prijavil da ga je napadla ali kaj ?? Saj bi se mu vsi smejal Z malo inovativnosti, še večje pa pameti, lahko primeš človeka tako da ga ""onesposobiš"" in prišparaš na moči, kazni  in še marsičesa drugega. Obstajajo prijemi ki so sila enostavni in ne rabiš bit noben expert v borilnih veščinah. Kar se tiče pa tarča posmeha? Men je bolj hecen tip ki se spravi na žensko kot pa nekdo katerega si ti opisal..poleg tega da je smešen, je še patetičen..tako kot tvoj komentar.",-1
,"Elektrika ni voda !",1
,"lahko bi se končalo drugače če bi bil črn",1
,"kako se heca ja dober hec",1
,"Folk naokoli je vedel kaj mečejo... to so bili kot srake.. naj grejo do sosedov pogledat, bojo vse dobili :D",1
,"to je neka hardcore žajfnca",1
,"Slušaj mala, on nije tu da zadovolji tebe,več mene",1
,"Šele k si pogledaš ta posnetek se zamišlš http://youtu.be/RedYRSFxb6A",1
,"ne vem kaj se tok eni obremenjujejo s tem....za scat je dobr (se ne poščijem po hlačah) pa k ga svoji med noge zapodim tud jamra pa vzdihuje. Tko da to je to z moje strani.",1
,"js sodim cloveka po sposobnosti uporabljanja s in zin sem dognal, da ti res ne bi smel nikogar zalit",1
,"Ta je še boljši http://youtu.be/k4YRWT_Aldo",1
,"mater danica kaj si pa ti jebeno gnila, zato je pa svet tolk v pizdi zaradi takih budal",-1
,"Ta feminizem res že kvari možgane... Če je kdo že na udaru, češ kako more njihovo telo izgledati, smo to moški, kjer biti fit je tisti minimum, ker mišice na nivoju amaterskega fitneserja so že skorajda zahtevane ali pa si za mnoge kafč potejto, kot bi ritfkalis rekel medtem, ko bi mu ga njegov proteinski pajdaš pod mizo vlekel in občudoval njegov kvadriceps.",1
,"Prodam dusilc",1
,"Deci beuga, yea righ... Prej bi rekel 3 litre glede na to kake pišeš... Ampak nenamerne ironije v svojem pisanju itak ne dojameš...",1
,"BWCčrn, belmoški, ženskaameričan, rusviola, green dragonsbmw, mercedessamsung, iphoneodrastite imbecili.Ne boš nas vseh v isti koš metal         imbecil",1
,"Včeraj je bila neka oddaja v enakosti med spoloma, pa babe glupe: ""smo se odločile, da bomo igrale z moškimi v njihovi ligi"" in bilo je vse prav (rugby mislim da). Ja pisda glupa, a se moški lahko odločijo, da bodo igrali z babami ? Ker so se ene random kure odločile, da so boljše od ostalih žensk, morajo deci z njijmi igrat ali hočejo ali nočejo in če jih povoziš si potem bedak, ker to itak ni častno, če te one premagajo se ti itak vsi smejejo, oz. se verjetno režijo za vsako priigrano točko, zakaj že če pa smo si enaki ? To da imaš ustavne pravice enake, še ne pomeni, da bomo ignorirali vse ostale razlike in od moških zahtevali menstruacijo... Pa da ne omenjam kako imajo na Pokerstars Ladies turnirje, pa ženske ponekod zastonj vstopnino, na določenih dating straneh plačujejo članarino zgolj moški, eni so celo naredili parking samo za ženske itd... Rad bi videl reakcijo na izključno moški parking ali kakšno drugo ugodnost, ki jo koristijo lahko samo moški... Userjem se na njihovo enakost, dokler se bo to dogajalo, pa naj zveni kakorkoli hoče, nisem politik, da bi moral biti politično korekten. Pa pri temu ne posplošujem oz namigujem, da so vse takšne, je pa dejstvo, da je povprečna baba bolj sprana kot moj 8 let star pulover za doma...",-1
,"pijani močvirniki pač...tam so sami pijanci.",1
,"SoundSantaglej ga zlomka, po tvoji teoriji je tudi namen portala izklop točno 0in katera teorija je to?",1
,"...pijandra... Ko se ti kar naenkrat butalci zdijo še dokaj ""sprejemljivi"" v njihovem patosu. Sam še 3 hude pichke so manjkale zadaj, da bi se jim smejale kao keri komiki. Hahaha",1
,"Feministke pa v jok....",1
,"Ravno prav so nore Slutguard For Sale",1
,"A je tista v rdeči obleki dala noge narazn? Če ni potem sploh gledal ne bom.",1
,"Pol ni čudno da je Slovenija v taki krizi, če še ljudje niso sposobni ure prestavit",1
,"haha bo kr res",1
,"lol staro...",1
,"hahaha :D",1
,"zihr si je s puščico proteine špiku",1
,"ameriški čefur, ubistvu vsak je čefur kater trenira borilno veščino zato da se razkazuje okol =)  ..je pa res da je mulo dobu kar je iskou.",1
,"kdor išče ta najde čist simpl",1
,"@BWC, *tudi če bi rekel, da si transvestit. To je po definiciji moški. Kako pa v dokumentih piše?",1
,"Daš lasuljo gor pa rečeš, da si transvestit.",1
,"fakisman",-1
,"to bi mogu tok ladat te butare....",-1
,"ubiga nije ti brat",-1
,"Sprana feministka, ki misli da si lahko vse dovoli... Ona lahko udari moškega, ko pa jo udari nazaj pa je vsa šokirana in objokana... Kar je iskala, to je dobila, še premalo jo je!Feministke je treba pretepat, zobe ven zbit, pa bojo takoj spremenile mnenje o gender equality...",1
,"črn, belmoški, ženskaameričan, rusviola, green dragonsbmw, mercedessamsung, iphoneodrastite imbecili.",1
,"Resno? Tega ne počne ker je ženska, temveč ker je je kot oseba/posameznik butasta. Res je, vednar ko dobi po gobci je takoj [censored]rija večja že samo zaradi tega, ker je ženska. Problem je igranje na karto spola, ko to posameznici ustreza, drugače pa je vedno enakopravna, da ne rečem enakopravno večvredna. Na koncu se še vedno žal gleda spol.",1
,"isto opica ... samo bela.",1
,"včasih žensk ni blo na visokih položajih... ble so doma, mele otroke in opravljale svoja dela... dec je pa služu dnar in bil kavalir...danes pa bi ženske rade ble povsod, nobena nebi več rada kuhala pa mela otroke, samo še za kariere se jim gre.. če jih vprašaš če zna kuhat, je to že žaljivo... in kljub vsemu pričakujejo da smo kavalirji in da plačujemo zunaj...    js mislm da še same nevejo kaj bi rade",1
,"še čudno da ni vertikalni video...",1
,"Namen portala izklop, po besedah Saša Pelka je namenjen več ali manj mlajši populaciji in iskanju aktualne vsebine, predvsem za zabavo in sprostitev.   hang in there",1
,"smisel, namen, vrednost tega videa je točno 0.",1
,"JEZUS VAS MA RAT!!!!!",1
,"Katastrofa, posmehujejo se sami legendi Freddie-ju. Da jih ni sram.",1
,"Zgleda da imajo vse tri možganožera v glavi in kot zgleda mora bit res lačen. Sem imel dovolj po par sekundah.",1
,"Kako se prestelje ura? Poskušam že cel dan pa mi ne uspe? Sem resetiral tudi modem, nič ne pomaga. Enkrat jo bo treba PRESTALJATI.",1
,"ej kunej, as pfuknen?",-1
,"showoff mericunts",1
,"Když jde malý bobr spát ?",1
,"Al pa če je prow videt kok mu ""poda""... čefuri luzerski našpikererani... Kaj tam ma flašo od laškega?",-1
,"in to je vredno objave?",1
,"If the sun refused to shine, I would still be loving you. When mountains crumble to the sea, there will still be you and me.",1
,"a ta igrca je tko k DayZ? mal bolša grafika?",1
,"Feministko je treba kdaj tut pretepst, da se zaveda, kaj v resnici pomeni enakost med spoloma...",1
,"Jp 8. marca je blo na dan žena. Mi je všeč!",1
,"čestitam za podnapise...vse je točno",1
,"kje točno je to?Plaža - tam ko so vrbe posekal par let nazaj v trnovem čez cesto od merkiča oz čez most čez gradaščico. Imaš tud trafo postajo potem pa se začnejo te stopnice... vse do naslednjega mostu... Tukaj prepili pa pokozlali še pa još... dobri časi.PS: Ker to je star posnetek... Tolk listja pa zelene trave pa ni še nikjer.",1
,"Zih je popil SeXeS energy drink pa se je šu malo razkazovat nežnejšemu spolu",1
,"potrebne so ku*rca in pozornosti...samo še točno nevem kaj od teh dveh variant rabijo bolj ?",-1
,"Smile Now, Cry Later",1
,"Annoying u p.i.č.k.u m.a.t.r zaprl po 2 sekundah",-1
,"Ne razumem kaj je folku tako težko s tem prestavljanjem časa.. lenobe če se jim ne da prestavljat ur..",1
,"realno stanje",1
,"Ne napiše se DJ Lemore, kakšen MC  drgač pa že videno dostikrat",1
,"hhehe kok zglavico ob tla touče",1
,"Gawd! Save the queen!",1
,"""Resnična dekleta"".Vsako dekle je resnično.",1
,"Pa tjo je k od atifa keve bre supak hehe",1
,"Chuck Norris je enkrat prišel dvakrat!",1
,"kako iluminati prikazujejo spolnost in prešuštvo kot nekaj dobrega",1
,"actually you still need a helmet.",1
,"kaj bi se zgodilo če bi lulka dal noter?",-1
,"repost",1
,"Koliko amperjev pa to vleče?",1
,"SWEDISH GIRLS :*",1
,"hehe kok touče..",1
,"In potem se dobijo taki, ki niti predloga s/z ne znajo uporabljat...",1
,"nije ga ni umocio glavonja",1
,"solidno posneto",1
,"Nekdo je nekoč rekel, da je lenoba gonilo napredka.",1
,"Kje lahko dol potegnem to igrco, k je v trejlerju? Hvala. l;p  MeolaTheCompMaster",1
,"To sm že jedu sam nevem kje...",1
,"sej delajo po tempu + še zvočne signale dajejo#kokToučeZrokico",1
,"noro kak se razpizdi",-1
,"Hvala za spoilerje. Res hvala za spoilerje. Povej mi. Če morem uporabiti kletvice. Da dojameš moj point.",1
,"Ne če imaš 4K resolucijo :D",1
,"zaradi usrane države...",1
,"In the name of Kane!",1
,"Kej bo to kdo naredu?",1
,"homic@izklop.com",1
,"Danes je jutri, ki sem se ga bal včeraj.",1
,"aloooooskoda medumajkou afriki pa lacni",1
,"Bi me bilo sram cipe.",-1
,"ni bila v breztežnostnem prostoru ... ker očitno nimaš pojma kako poteka ta polet ... (veš avijonček ne gre v vesolje fantek mali)",1
,"taki si, če živiš na dveh kvadratih",1
,"a ni tko da samo mentos mint naredi razčef*k? ta pa neke sadne not daje. pu55y",1
,"Kavalistrvo je opcija, ni pa zakon.",1
,"Ta zvarn k use komentira ma tak glas k en [censored]u pa po izjavah lahko sklepamo da tudi je",1
,"Namen portala izklop, po besedah Saša Pelka je namenjen več ali manj mlajši populaciji in iskanju aktualne vsebine, predvsem za zabavo in sprostitev.   hang in thereA nisi bil včeraj po 22 uri tukaj, da bi videl, kaj se zgodi, ko te gospod mohorič da v paco?  Ja, začneš verjet v teorije zarote in zelene možičke.",1
,"glej ga zlomka, po tvoji teoriji je tudi namen portala izklop točno 0",1
,"To care, a je sezona že začela?",1
,"fhritp",1
,"nimam zvočnikov zravn, in je prov lepo gledat brez zvoka :) glede na komentarje tut nebom poslušov :)",1
,"A to je fora SNLja, da zgleda kot da je posneto 1989?",1
,"Zato pa ma digitalno uro, da mu sama prestavi čas, konj blesavi. Če bi mel analogno bi bil ovca.",1
,"Je ekspert pa mu leži tt področje. ane.",1
,"Napiše se McLemore, ne pa McLemore",1
,"Skor črna kronika, tok hudo...",1
,"skoro je ubou modela !!",1
,"Najboljša serija vseh časov, by far",1
,"Poznam par lenih ljudi, živijo vredu. Ovce.",1
,"se mi zdi da bo podobni reklam vedno več",1
,"Raul artista siempre Madridista!!!!",1
,"ei hai ei hai ei hai souda ei hai",1
,"in kej nej bi bla fora tega? wtf, kr neki",1
,"Zanimiv in lep primer ;)",1
,"Naročnik teh slik je baje g. Lojze Peterle",1
,"Kak so se pa te mogle pol tuširat",1
,"LepoJaz bi tudi doniral a imam prekratke.Mojega tepiha pa ne dam.",1
,"P***a vam materna, men ne odobrite poveze ker 'ni dobra'  ali pa falim eno vejico, tukaj pa zajebe že v naslovu pa še vedno objavite.",-1
,"Zelo uporabmo se bom spomniu na ta trik k bom šu nasledni kure futrat",1
,"millipixel - breja ovca chicken edition, l:p",1
,"MaglevG deluje na podoben princip",1
,"Zakaj mora biti med? Lahko bi bilo karkoli drugega, kakšna kemična spojina ki zgleda kot med...",1
